G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Season,Outcome,Player
-43,-6,-9.0,-2.0,-3.4000000000000004,-0.361,-1.0,-2.2,-0.374,-0.9,-1.2000000000000002,-0.347,-0.455,-0.5,-0.6,-0.815,-0.3,-0.7,-1.0,-0.8,0.3,-0.2,-0.30000000000000004,-0.5,-5.4,2002,0,A.J. Guyton\guytoaj01
41,-11,-1.3000000000000007,0.3999999999999999,0.20000000000000018,0.08099999999999996,-0.1,0.0,-0.524,0.3999999999999999,0.19999999999999973,0.10199999999999998,0.07099999999999995,-0.09999999999999998,0.10000000000000009,-0.08799999999999997,-0.5999999999999999,-0.6000000000000001,-1.3000000000000003,0.09999999999999998,-0.19999999999999996,-0.19999999999999996,0.09999999999999987,-0.3999999999999999,0.5,2001,0,Darvin Ham\hamda01
5,-1,-5.0,-0.7999999999999999,-0.8999999999999999,-0.12199999999999994,0.0,-0.1,-0.143,-0.7999999999999999,-0.7999999999999998,-0.12799999999999995,-0.12399999999999994,-0.4,-0.7,-0.02300000000000002,-0.30000000000000004,-0.5,-0.8999999999999999,-0.5,-0.2,-0.2,-0.29999999999999993,-0.8,-1.9,2002,0,Darvin Ham\hamda01
-21,1,-3.3000000000000007,-0.20000000000000007,-0.7000000000000002,0.045999999999999985,0.0,0.0,0.5,-0.20000000000000007,-0.7000000000000002,0.03799999999999998,0.05299999999999999,-0.09999999999999998,-0.5000000000000001,0.119,-0.09999999999999998,-0.20000000000000007,-0.30000000000000004,-0.2,0.0,-0.19999999999999998,-0.30000000000000004,-0.5,-0.5999999999999999,2003,0,Darvin Ham\hamda01
-7,-2,-3.0999999999999996,-0.29999999999999993,-0.5999999999999999,-0.033999999999999975,0.0,0.0,-0.5,-0.29999999999999993,-0.5999999999999999,-0.033999999999999975,-0.04099999999999998,-0.10000000000000003,0.09999999999999998,-0.21299999999999997,-0.5,-0.6000000000000001,-1.0,-0.19999999999999998,-0.1,0.0,-0.39999999999999997,-0.3999999999999999,-0.8,2004,0,Darvin Ham\hamda01
-15,15,2.700000000000003,0.5,1.1999999999999993,-0.0030000000000000027,-0.2,-1.2,0.10699999999999998,0.7000000000000002,2.4000000000000004,-0.02200000000000002,-0.01100000000000001,1.1999999999999997,1.2000000000000002,0.02200000000000002,0.19999999999999996,0.19999999999999973,0.2999999999999998,-0.19999999999999973,-0.4,0.1,-0.5,-0.3999999999999999,1.8999999999999986,2001,0,Richard Hamilton\hamilri01
19,25,-2.799999999999997,-0.5,-1.5,0.008000000000000007,0.10000000000000003,0.8,-0.11199999999999999,-0.6000000000000005,-2.3000000000000007,0.02300000000000002,0.013000000000000012,0.6000000000000005,1.1000000000000005,-0.05700000000000005,-0.09999999999999987,0.5,0.5,-0.20000000000000018,0.20000000000000007,0.0,0.2999999999999998,0.7999999999999998,-0.3000000000000007,2002,0,Richard Hamilton\hamilri01
-4,-4,3.299999999999997,-0.20000000000000018,-0.7999999999999989,0.01200000000000001,-0.2,-0.6,-0.0040000000000000036,0.0,-0.09999999999999964,0.0050000000000000044,0.006000000000000005,-1.6000000000000005,-2.0,0.03500000000000003,-0.10000000000000009,-0.19999999999999973,-0.2999999999999998,1.5,0.5,0.0,0.30000000000000027,-0.20000000000000018,-2.099999999999998,2003,0,Richard Hamilton\hamilri01
-2,-2,3.0,-0.09999999999999964,0.40000000000000036,-0.015000000000000013,0.3,0.7000000000000001,0.03999999999999998,-0.39999999999999947,-0.40000000000000036,-0.01100000000000001,-0.007000000000000006,1.0,1.1999999999999993,-0.010000000000000009,0.0,0.2999999999999998,0.2999999999999998,0.9000000000000004,-0.30000000000000004,0.0,0.19999999999999973,0.30000000000000027,1.0999999999999979,2004,0,Richard Hamilton\hamilri01
4,4,-3.200000000000003,1.3999999999999995,1.1999999999999993,0.05099999999999999,0.19999999999999996,-0.10000000000000009,0.15300000000000002,1.2000000000000002,1.3000000000000007,0.03899999999999998,0.056999999999999995,-1.5999999999999996,-1.7999999999999998,-0.013000000000000012,0.10000000000000009,-0.6999999999999997,-0.6999999999999997,-1.5000000000000004,-0.30000000000000004,0.0,-0.6999999999999997,-0.5,1.4000000000000021,2005,0,Richard Hamilton\hamilri01
-5,-5,1.5,-0.7999999999999998,-0.9000000000000004,-0.022999999999999965,-0.09999999999999998,0.19999999999999996,-0.11699999999999999,-0.7000000000000002,-1.0999999999999996,-0.01100000000000001,-0.026000000000000023,1.3999999999999995,1.6000000000000005,0.016000000000000014,-0.10000000000000009,0.5999999999999996,0.5999999999999996,0.3999999999999999,0.10000000000000009,0.0,-0.10000000000000009,0.5,-0.3000000000000007,2006,0,Richard Hamilton\hamilri01
-3,-3,-3.0999999999999943,-0.39999999999999947,-1.299999999999999,0.01599999999999996,0.30000000000000004,0.30000000000000004,0.09899999999999998,-0.6000000000000005,-1.5999999999999996,0.009000000000000008,0.029000000000000026,-1.9999999999999996,-2.3000000000000003,-0.028000000000000025,0.0,-0.5999999999999996,-0.5,0.40000000000000036,0.19999999999999996,-0.1,-0.30000000000000004,-0.7000000000000002,-2.5,2007,0,Richard Hamilton\hamilri01
-5,-21,0.29999999999999716,0.09999999999999964,1.299999999999999,-0.03699999999999998,0.09999999999999998,0.7999999999999998,-0.07200000000000001,-0.1999999999999993,0.3999999999999986,-0.02799999999999997,-0.03500000000000003,0.6999999999999997,0.7999999999999998,0.015000000000000013,-0.30000000000000004,0.19999999999999973,-0.19999999999999973,0.20000000000000018,-0.4,0.0,0.19999999999999996,0.20000000000000018,1.0,2008,0,Richard Hamilton\hamilri01
-21,-5,-0.29999999999999716,-0.5999999999999996,0.0,-0.038000000000000034,-0.09999999999999998,0.20000000000000018,-0.07100000000000001,-0.40000000000000036,-0.09999999999999964,-0.029000000000000026,-0.04299999999999998,1.1000000000000005,1.3000000000000003,-0.0020000000000000018,0.0,-0.3999999999999999,-0.3999999999999999,0.0,0.09999999999999998,0.0,0.5,-0.10000000000000009,-0.1999999999999993,2009,0,Richard Hamilton\hamilri01
9,-7,-6.5000000000000036,-1.2000000000000002,-3.4000000000000004,0.020000000000000018,0.09999999999999998,-0.3999999999999999,0.08500000000000002,-1.2999999999999998,-3.0,0.007000000000000006,0.032999999999999974,-1.7000000000000002,-2.1,0.0030000000000000027,-0.29999999999999993,-0.10000000000000009,-0.40000000000000036,-1.3000000000000003,0.0,0.0,-0.8999999999999999,-0.8,-4.000000000000002,2010,0,Richard Hamilton\hamilri01
-27,-11,-2.3000000000000007,-0.20000000000000018,-1.0999999999999996,0.02300000000000002,-0.4,-1.0,-0.01200000000000001,0.20000000000000018,-0.1999999999999993,0.02400000000000002,0.009000000000000008,-1.7000000000000002,-1.8,-0.06499999999999995,0.29999999999999993,-0.2999999999999998,0.10000000000000009,-0.10000000000000009,-0.29999999999999993,-0.1,0.19999999999999996,0.30000000000000004,-2.5,2011,0,Richard Hamilton\hamilri01
22,17,-3.099999999999998,-0.9000000000000004,-1.5999999999999996,-0.02300000000000002,-0.3,-0.6000000000000001,-0.062,-0.6000000000000005,-0.9000000000000004,-0.02200000000000002,-0.032999999999999974,0.30000000000000004,0.19999999999999996,0.07299999999999995,-0.39999999999999997,-0.30000000000000004,-0.7,-0.6000000000000001,0.09999999999999998,0.1,-0.10000000000000009,-0.10000000000000009,-1.799999999999999,2012,0,Richard Hamilton\hamilri01
51,15,9.399999999999999,1.2,1.5,0.19799999999999998,0.0,0.0,0.0,1.2,1.5,0.19799999999999998,0.19799999999999998,0.5000000000000002,0.6999999999999997,0.027000000000000024,1.0,0.9000000000000001,2.0,0.3,0.4,0.3,0.40000000000000013,0.5999999999999999,3.0,2001,0,Zendon Hamilton\hamilze01
-51,-15,-11.7,-1.2,-2.8,-0.019999999999999962,0.0,0.0,0.0,-1.2,-2.8,-0.019999999999999962,-0.019999999999999962,-1.5000000000000002,-2.7,0.348,-1.7,-1.6,-3.4000000000000004,-0.3,-0.10000000000000003,-0.3,-0.8,-1.2,-4.0,2002,0,Zendon Hamilton\hamilze01
43,0,6.300000000000001,0.40000000000000013,0.40000000000000013,0.137,0.0,0.0,0.0,0.40000000000000013,0.40000000000000013,0.137,0.137,0.8,1.4000000000000001,-0.30200000000000005,0.8,1.1,1.9000000000000001,0.3,-0.09999999999999998,0.2,0.3,0.9000000000000001,1.7000000000000002,2003,0,Zendon Hamilton\hamilze01
-30,0,-0.40000000000000036,-0.40000000000000013,-0.10000000000000009,-0.19300000000000006,0.0,0.0,0.0,-0.40000000000000013,-0.10000000000000009,-0.19300000000000006,-0.19300000000000006,0.30000000000000004,0.8999999999999999,-0.09399999999999997,0.0,-0.6000000000000001,-0.6000000000000001,0.10000000000000003,0.09999999999999998,-0.1,0.20000000000000007,0.0,-0.5,2004,0,Zendon Hamilton\hamilze01
-4,0,-5.800000000000001,-0.09999999999999998,-0.8,0.15600000000000003,0.0,0.0,0.0,-0.09999999999999998,-0.8,0.15600000000000003,0.15600000000000003,-0.8,-1.5,0.06300000000000006,-0.8,-0.8,-1.7000000000000002,-0.4,0.0,-0.1,-0.30000000000000004,-1.2000000000000002,-1.0,2005,0,Zendon Hamilton\hamilze01
76,51,2.8000000000000007,1.1000000000000005,2.5999999999999996,0.0010000000000000009,-0.2,-1.0,0.027000000000000024,1.2999999999999998,3.5999999999999996,-0.03200000000000003,-0.014000000000000012,0.19999999999999996,-0.3999999999999999,0.17400000000000004,-0.10000000000000009,-0.09999999999999964,-0.09999999999999964,0.2999999999999998,0.0,0.10000000000000003,1.5999999999999999,0.7999999999999998,2.1999999999999993,2001,0,Anfernee Hardaway\hardaan01
-22,-4,-0.1999999999999993,-0.5,-1.6999999999999993,0.029000000000000026,0.10000000000000003,0.30000000000000004,0.07899999999999996,-0.5999999999999996,-2.0,0.028000000000000025,0.03899999999999998,-0.7,-0.7,-0.016000000000000014,-0.09999999999999987,0.09999999999999964,0.0,0.0,-0.3999999999999999,0.0,0.10000000000000009,0.30000000000000027,-1.4000000000000004,2002,0.002,Anfernee Hardaway\hardaan01
18,-37,-3.0,-0.7000000000000002,-1.0,-0.03600000000000003,0.0,-0.30000000000000004,0.02400000000000002,-0.7000000000000002,-0.6999999999999993,-0.04500000000000004,-0.035999999999999976,0.19999999999999996,0.10000000000000009,0.010000000000000009,-0.20000000000000007,-0.3999999999999999,-0.6000000000000005,-1.7999999999999998,-0.20000000000000007,-0.10000000000000003,-1.1,-0.7000000000000002,-1.4000000000000004,2003,0,Anfernee Hardaway\hardaan01
-39,-14,-3.400000000000002,-0.7000000000000002,-1.9000000000000004,0.01200000000000001,0.0,0.3999999999999999,-0.08000000000000002,-0.6999999999999997,-2.2,0.03700000000000003,0.019000000000000017,-0.6,-0.6000000000000001,-0.06500000000000006,-0.4,-1.0,-1.4,-0.2999999999999998,-0.09999999999999998,-0.19999999999999998,0.0,0.20000000000000018,-1.8999999999999995,2004,0,Anfernee Hardaway\hardaan01
-33,0,-6.199999999999999,-2.0,-3.5,-0.137,-0.4,-1.0999999999999999,-0.3,-1.6,-2.4000000000000004,-0.14400000000000002,-0.16600000000000004,-0.4,-0.7,0.261,-0.5,0.6000000000000001,0.10000000000000009,0.0,-0.30000000000000004,-0.1,0.10000000000000009,-0.30000000000000004,-4.8,2005,0,Anfernee Hardaway\hardaan01
-9,-61,-10.399999999999999,-2.0,-4.4,-0.027000000000000024,-0.7,-1.5,-0.019000000000000017,-1.2999999999999998,-2.9,-0.02999999999999997,-0.01799999999999996,-0.7999999999999998,-1.0,-0.007000000000000006,-0.09999999999999998,-0.6999999999999997,-0.8,-2.2,-0.3999999999999999,0.0,-0.8999999999999999,-0.3999999999999999,-5.300000000000001,2001,0,Tim Hardaway\hardati01
-58,-16,-10.8,-1.4999999999999998,-4.199999999999999,0.0020000000000000018,-0.7,-2.1,0.008000000000000007,-0.8,-2.0999999999999996,0.0020000000000000018,0.01599999999999996,-0.9000000000000001,-0.9999999999999999,-0.29400000000000004,-0.1,-0.20000000000000018,-0.30000000000000004,-1.6999999999999997,0.09999999999999998,-0.1,-0.5,-0.8,-4.699999999999999,2002,0,Tim Hardaway\hardati01
25,26,2.599999999999998,0.5,0.9000000000000004,0.007000000000000006,0.09999999999999998,0.0,0.05399999999999999,0.5,1.0999999999999996,-0.0020000000000000018,0.00599999999999995,-0.3999999999999999,-0.19999999999999973,-0.06900000000000006,0.8999999999999999,1.8999999999999995,2.8,-0.5,0.09999999999999998,-0.19999999999999998,0.0,-0.3999999999999999,0.7000000000000011,2001,0,Matt Harpring\harprma01
-3,-12,1.3999999999999986,1.9000000000000004,2.799999999999999,0.04999999999999999,0.5,1.2000000000000002,0.10899999999999999,1.2999999999999998,1.5,0.05400000000000005,0.07000000000000006,1.4,1.5,0.049000000000000044,-0.10000000000000009,-0.39999999999999947,-0.5,0.3999999999999999,0.0,0.1,0.5,0.2999999999999998,5.800000000000001,2002,0.397,Matt Harpring\harprma01
-47,-38,3.8000000000000043,-0.5,0.09999999999999964,-0.040000000000000036,-0.5,-1.0,-0.17099999999999999,0.20000000000000018,1.1999999999999993,-0.038000000000000034,-0.06300000000000006,0.10000000000000009,0.8999999999999995,-0.10400000000000009,0.5,0.7999999999999998,1.4000000000000004,0.30000000000000004,-0.20000000000000007,-0.1,0.0,0.5,-1.4000000000000021,2003,0,Matt Harpring\harprma01
47,24,-3.5,-0.7999999999999998,-2.1999999999999993,0.018000000000000016,-0.19999999999999998,-0.5000000000000001,-0.033,-0.7999999999999998,-1.799999999999999,0.013000000000000012,0.014000000000000012,-0.3999999999999999,-1.0999999999999996,0.09000000000000008,-0.3999999999999999,-1.4,-1.7999999999999998,-0.19999999999999996,0.20000000000000007,0.1,-0.40000000000000013,-0.09999999999999964,-2.1999999999999993,2004,0,Matt Harpring\harprma01
-7,-23,-5.700000000000003,-0.9000000000000004,-1.5,-0.014000000000000012,0.1,-0.09999999999999998,0.15,-0.9000000000000004,-1.4000000000000004,-0.02200000000000002,-0.009000000000000008,0.10000000000000009,0.40000000000000036,-0.05300000000000005,-0.2999999999999998,-0.6000000000000001,-1.0,-0.40000000000000013,-0.09999999999999998,0.0,-0.19999999999999996,-0.40000000000000036,-1.5,2005,0.002,Matt Harpring\harprma01
6,-30,-1.8999999999999986,-0.2999999999999998,-1.0,0.016000000000000014,0.0,0.0,-0.025999999999999968,-0.2999999999999998,-1.0,0.019000000000000017,0.016000000000000014,-0.10000000000000009,-0.40000000000000036,0.04200000000000004,-0.7000000000000002,0.10000000000000009,-0.6000000000000005,-0.09999999999999987,-0.10000000000000009,-0.1,0.0,0.20000000000000018,-0.9000000000000004,2006,0,Matt Harpring\harprma01
-1,-2,-7.399999999999999,-1.1,-2.3,0.009000000000000008,-0.2,-0.4,-0.133,-0.8999999999999999,-1.9000000000000004,0.0050000000000000044,0.0010000000000000009,-1.2000000000000002,-1.2999999999999998,-0.05500000000000005,-0.19999999999999996,-1.2000000000000002,-1.3999999999999995,-0.19999999999999996,-0.09999999999999998,0.1,-0.19999999999999996,-0.8999999999999999,-3.4000000000000004,2007,0,Matt Harpring\harprma01
-13,2,-7.100000000000001,-1.3,-2.4000000000000004,-0.03899999999999998,0.0,-0.1,-0.2,-1.3,-2.3,-0.04199999999999998,-0.04099999999999998,-0.9999999999999999,-1.6,0.052000000000000046,-0.6000000000000001,-0.7,-1.2000000000000002,-0.7000000000000001,-0.09999999999999998,-0.1,-0.8,-0.5,-3.799999999999999,2008,0,Matt Harpring\harprma01
-34,-37,5.5,2.1,4.0,0.030999999999999972,0.0,0.0,0.19000000000000003,2.1,4.0,0.02799999999999997,0.030999999999999972,1.3,1.2999999999999998,0.14300000000000002,0.7000000000000002,0.6999999999999997,1.3999999999999995,-0.5,0.09999999999999998,0.3,-0.09999999999999987,0.8999999999999999,5.6,2001,0,Al Harrington\harrial01
38,36,0.3000000000000007,-0.5,-0.09999999999999964,-0.04099999999999998,0.2,0.5,-0.050000000000000044,-0.6000000000000005,-0.5,-0.033999999999999975,-0.034999999999999976,0.0,0.0,-0.029000000000000026,-0.30000000000000027,0.20000000000000018,-0.09999999999999964,0.30000000000000004,0.0,-0.09999999999999998,0.19999999999999996,-0.3999999999999999,-0.9000000000000004,2002,0,Al Harrington\harrial01
-3,-22,0.7999999999999972,0.5999999999999996,0.5999999999999996,0.029000000000000026,0.09999999999999998,0.4,-0.009999999999999953,0.5,0.09999999999999964,0.03899999999999998,0.033999999999999975,-0.30000000000000027,-0.09999999999999964,-0.03600000000000003,0.20000000000000018,0.10000000000000053,0.20000000000000018,0.19999999999999996,0.09999999999999998,-0.10000000000000003,0.10000000000000009,-0.19999999999999973,1.1000000000000014,2003,0,Al Harrington\harrial01
-13,51,7.700000000000003,1.6000000000000005,3.4000000000000004,-0.0040000000000000036,-0.09999999999999998,0.10000000000000009,-0.05700000000000002,1.5,3.3000000000000007,-0.0020000000000000018,-0.006999999999999951,1.3000000000000003,2.0999999999999996,-0.061999999999999944,0.10000000000000009,0.39999999999999947,0.5999999999999996,1.5000000000000002,0.30000000000000004,-0.09999999999999998,1.0,0.5999999999999996,4.199999999999999,2004,0,Al Harrington\harrial01
10,10,-2.0,0.39999999999999947,1.200000000000001,-0.007000000000000006,0.7,1.4,0.12999999999999998,-0.1999999999999993,-0.3000000000000007,-0.008000000000000007,0.010999999999999954,-0.3999999999999999,-0.7000000000000002,0.02199999999999991,-0.5000000000000002,0.2999999999999998,-0.09999999999999964,-0.10000000000000009,-0.19999999999999996,0.0,-0.5,0.20000000000000018,1.1000000000000014,2005,0,Al Harrington\harrial01
2,2,-3.700000000000003,-1.0,-2.200000000000001,0.0050000000000000044,0.7000000000000001,1.2999999999999998,0.08700000000000002,-1.7000000000000002,-3.4000000000000004,-0.004999999999999949,0.03700000000000003,-1.0,-1.4999999999999996,0.0,0.19999999999999996,-0.6999999999999993,-0.5,-1.2000000000000002,-0.30000000000000004,0.09999999999999998,-0.3999999999999999,-0.6000000000000001,-2.1000000000000014,2006,0,Al Harrington\harrial01
3,-19,-5.899999999999999,-1.2999999999999998,-2.5,-0.02300000000000002,0.2999999999999998,1.2000000000000002,-0.057999999999999996,-1.6,-3.6999999999999993,0.01599999999999996,0.0010000000000000009,-0.40000000000000013,-0.8000000000000003,0.08000000000000007,-0.5999999999999999,-0.3000000000000007,-1.0,-0.2999999999999998,0.09999999999999998,-0.09999999999999998,-1.1,-0.10000000000000009,-2.9000000000000004,2007,0,Al Harrington\harrial01
-8,-3,7.899999999999999,2.3,5.200000000000001,0.0050000000000000044,0.3999999999999999,1.4000000000000004,-0.01100000000000001,1.8000000000000003,3.799999999999999,0.0050000000000000044,-0.008000000000000007,1.4000000000000001,1.7000000000000002,0.019000000000000017,0.09999999999999987,0.8000000000000007,0.7999999999999998,-0.20000000000000018,0.29999999999999993,0.09999999999999998,1.1,-0.19999999999999973,6.500000000000002,2008,0,Al Harrington\harrial01
-1,-41,-4.399999999999999,-1.0999999999999996,-2.3000000000000007,-0.0040000000000000036,-0.3999999999999999,-0.7000000000000002,-0.021999999999999964,-0.6000000000000005,-1.5999999999999996,0.009000000000000008,-0.006000000000000005,0.09999999999999964,0.40000000000000036,-0.03600000000000003,-0.19999999999999996,-0.5,-0.6000000000000005,0.10000000000000009,-0.29999999999999993,0.10000000000000003,-0.40000000000000013,-0.20000000000000018,-2.400000000000002,2009,0,Al Harrington\harrial01
1,-12,-7.699999999999999,-2.4000000000000004,-5.100000000000001,-0.019000000000000017,-0.2999999999999998,-1.2000000000000002,0.014999999999999958,-2.0999999999999996,-3.8,-0.02300000000000002,0.0,-2.0999999999999996,-2.8000000000000003,-0.02200000000000002,-0.19999999999999996,-0.9000000000000004,-1.0999999999999996,-0.10000000000000009,-0.4,-0.30000000000000004,-0.30000000000000004,-0.10000000000000009,-7.199999999999999,2010,0,Al Harrington\harrial01
-9,-2,4.699999999999999,1.6000000000000005,2.9000000000000004,0.030000000000000027,0.0,0.20000000000000018,-0.023999999999999966,1.5999999999999996,2.5,0.04600000000000004,0.009000000000000008,0.7,1.1999999999999997,-0.05899999999999994,0.10000000000000009,1.5,1.5999999999999996,0.0,0.4,0.1,0.30000000000000004,0.0,3.6999999999999993,2011,0,Al Harrington\harrial01
-54,-1,-15.6,-3.4000000000000004,-6.3999999999999995,-0.09500000000000003,-0.8,-1.7000000000000002,-0.066,-2.5999999999999996,-4.6,-0.07500000000000001,-0.09100000000000003,-1.5999999999999999,-2.4,0.07399999999999995,-0.5000000000000001,-2.9,-3.3999999999999995,-0.3999999999999999,-0.5,-0.1,-1.1,-0.9999999999999998,-9.1,2012,0,Al Harrington\harrial01
24,0,3.0999999999999996,0.3999999999999999,0.39999999999999947,0.04500000000000004,0.19999999999999996,-0.10000000000000009,0.07300000000000001,0.19999999999999996,0.3999999999999999,0.0050000000000000044,0.056999999999999995,0.5,0.6,0.02100000000000002,-0.19999999999999996,-0.20000000000000018,-0.30000000000000027,-0.19999999999999996,0.0,-0.1,0.30000000000000004,0.30000000000000004,1.5,2013,0,Al Harrington\harrial01
3,-41,-4.199999999999999,-0.19999999999999973,-1.1000000000000005,0.040000000000000036,0.0,0.0,0.0,-0.19999999999999973,-1.0,0.039000000000000035,0.040000000000000036,-0.6999999999999997,-0.7999999999999998,-0.05400000000000005,-0.2999999999999998,-0.5,-0.7000000000000002,-0.30000000000000004,-0.09999999999999998,-0.09999999999999998,-0.8,0.0,-1.2999999999999998,2001,0,Othella Harrington\harriot01
-3,60,4.699999999999999,-0.10000000000000009,0.20000000000000018,-0.019000000000000017,0.0,0.0,0.0,-0.10000000000000009,0.20000000000000018,-0.02100000000000002,-0.019000000000000017,0.09999999999999987,-0.20000000000000018,0.11099999999999999,0.6000000000000001,1.3000000000000003,1.9000000000000004,0.30000000000000004,-0.2,-0.2,0.0,-0.10000000000000009,0.0,2002,0,Othella Harrington\harriot01
-18,-61,-9.4,-1.2,-2.4,-0.013000000000000012,0.0,0.0,0.0,-1.2,-2.4,-0.013000000000000012,-0.013000000000000012,-0.7,-0.6000000000000001,-0.07599999999999996,-1.2000000000000002,-2.1,-3.2,-0.30000000000000004,0.0,0.0,0.0,-0.7000000000000002,-3.1000000000000005,2003,0,Othella Harrington\harriot01
14,25,2.5999999999999996,1.3,2.4999999999999996,0.017000000000000015,0.0,0.0,0.0,1.3,2.4999999999999996,0.017000000000000015,0.017000000000000015,0.8,1.1,-0.026000000000000023,0.5,0.6000000000000001,1.0,0.30000000000000004,0.09999999999999998,0.0,0.0,0.30000000000000027,3.4000000000000004,2004,0,Othella Harrington\harriot01
2,-5,-6.799999999999999,-1.2000000000000002,-2.3,-0.017000000000000015,0.0,0.0,0.0,-1.2000000000000002,-2.3,-0.017000000000000015,-0.017000000000000015,-0.7,-0.8,-0.09199999999999997,-0.7,-1.3000000000000003,-2.1,-0.30000000000000004,-0.19999999999999998,-0.09999999999999998,-0.3999999999999999,-0.9000000000000001,-3.2,2005,0,Othella Harrington\harriot01
-46,-23,-2.9000000000000004,-0.8999999999999999,-1.5999999999999996,-0.04899999999999999,0.0,0.0,0.0,-0.8999999999999999,-1.5999999999999996,-0.04899999999999999,-0.04899999999999999,-0.40000000000000013,-0.8999999999999999,0.14700000000000002,-0.30000000000000004,-0.3999999999999999,-0.6000000000000001,-0.3,-0.1,-0.2,-0.20000000000000007,0.09999999999999987,-2.1999999999999997,2006,0,Othella Harrington\harriot01
-4,0,-1.0,-0.19999999999999996,-0.30000000000000027,-0.017000000000000015,0.0,0.0,0.0,-0.19999999999999996,-0.30000000000000027,-0.017000000000000015,-0.017000000000000015,-0.19999999999999996,-0.10000000000000009,-0.14800000000000002,0.0,0.3999999999999999,0.3999999999999999,0.0,0.0,0.2,-0.09999999999999998,-0.3999999999999999,-0.5,2007,0,Othella Harrington\harriot01
1,-50,-7.399999999999999,-0.20000000000000018,-1.2000000000000002,0.039000000000000035,0.0,-0.19999999999999996,0.025000000000000022,-0.20000000000000018,-1.0,0.043999999999999984,0.04299999999999998,0.30000000000000004,0.20000000000000018,0.07199999999999995,-0.30000000000000004,-0.8999999999999999,-1.1,-0.19999999999999996,-0.30000000000000004,-0.1,-0.09999999999999998,-0.3999999999999999,-0.3000000000000007,2001,0,Lucious Harris\harrilu01
3,25,4.600000000000001,0.5,2.1000000000000005,-0.051000000000000045,0.0,0.19999999999999996,-0.027000000000000024,0.5,1.8999999999999995,-0.06,-0.059,0.19999999999999996,0.3999999999999999,-0.03799999999999992,0.10000000000000009,0.10000000000000009,0.20000000000000018,0.3999999999999999,0.0,0.0,0.09999999999999998,-0.10000000000000009,1.200000000000001,2002,0,Lucious Harris\harrilu01
-8,-10,-3.8000000000000007,-1.1999999999999997,-2.7,-0.008999999999999952,0.0,-0.30000000000000004,0.030000000000000027,-1.0999999999999996,-2.3999999999999995,-0.017000000000000015,-0.0010000000000000009,-1.0,-1.4,0.041999999999999926,-0.20000000000000007,-0.7000000000000002,-1.0,0.0,-0.09999999999999998,-0.1,-0.09999999999999998,-0.09999999999999987,-3.4000000000000004,2003,0,Lucious Harris\harrilu01
4,-11,-6.300000000000001,-1.1,-2.6000000000000005,-0.009000000000000008,-0.3,-0.6,-0.05299999999999999,-0.9000000000000001,-2.0,0.0030000000000000027,-0.015000000000000013,-0.19999999999999996,-0.20000000000000007,-0.03399999999999992,-0.09999999999999998,-0.3999999999999999,-0.30000000000000004,-1.3,-0.19999999999999996,0.1,-0.4,-0.20000000000000007,-2.6000000000000005,2004,0,Lucious Harris\harrilu01
9,0,-0.8000000000000007,0.0,0.8999999999999999,-0.474,0.0,0.2,0.0,0.0,0.7,-0.41200000000000003,-0.474,0.6,0.6,1.0,0.4,0.9,1.3,0.19999999999999996,0.7,0.1,-1.2,1.6,0.6000000000000001,2001,0,Jason Hart\hartja01
21,22,13.0,2.2,4.7,0.0020000000000000018,0.5,1.1,0.146,1.7,3.7,0.0040000000000000036,0.025999999999999968,1.5,1.9000000000000001,0.018000000000000016,0.0,1.2,1.2000000000000002,3.5,0.8,0.1,0.8999999999999999,1.1999999999999997,6.2,2004,0,Jason Hart\hartja01
-8,-27,-13.1,-2.2,-4.4,-0.06,-0.4,-0.8,-0.07800000000000001,-1.8,-3.6,-0.059,-0.069,-1.5,-1.9000000000000001,-0.124,0.0,-1.6,-1.6,-3.9,-0.8,-0.1,-0.7,-0.9999999999999998,-6.2,2005,0,Jason Hart\hartja01
-30,22,11.1,1.4999999999999998,2.9000000000000004,0.056999999999999995,0.1,0.30000000000000004,-0.04899999999999999,1.4000000000000001,2.5000000000000004,0.07199999999999995,0.052000000000000046,0.6,0.5,0.23299999999999998,0.2,1.4,1.6,1.7999999999999998,0.7,-0.1,0.40000000000000013,0.9999999999999998,3.6000000000000005,2006,0,Jason Hart\hartja01
21,-22,-12.9,-1.7999999999999998,-3.0,-0.124,0.0,-0.30000000000000004,0.11399999999999999,-1.8,-2.8000000000000003,-0.16199999999999998,-0.10900000000000004,-0.5,-0.5,-0.050000000000000044,-0.30000000000000004,-1.4,-1.7000000000000002,-1.4,-0.7,0.1,-0.6000000000000001,-0.9999999999999998,-4.0,2007,0,Jason Hart\hartja01
-18,2,-1.6999999999999993,-0.19999999999999996,-0.8000000000000003,-0.0030000000000000027,-0.2,-0.3,-0.355,0.0,-0.30000000000000027,0.026000000000000023,-0.033999999999999975,-0.19999999999999996,-0.20000000000000007,-0.06099999999999994,0.19999999999999998,-0.09999999999999998,0.19999999999999996,-0.30000000000000004,-0.2,0.0,0.09999999999999998,-0.30000000000000004,-0.8999999999999999,2008,0,Jason Hart\hartja01
